Latitude,Longitude,DepthKm,Magnitude,Year,Month,Day,Hour,Minute,Second
-30.74,-177.96,37.5,5,2014,2,21,17,51,41
-32.39,-178.8,36.2,5.2,2014,2,20,5,18,23
-34.95,-179.36,29.6,5.3,2014,2,18,8,14,42
-30.26,-177.93,39.3,5.6,2014,2,17,1,06,06
-21.19,-174.14,10,5,2014,2,10,13,15,08
-30.57,-177.79,7.1,5,2014,2,7,16,56,38
-21.94,-177.98,358.5,5.1,2014,2,6,8,27,31
-33.68,-178.1,9.9,5.1,2014,2,2,18,11,58
-32.9,-177.82,19.4,6.6,2014,2,2,9,26,35
-25.2,-177.52,119.1,5,2014,2,2,5,41,15
-15.19,-173.58,9.5,5.2,2014,1,26,10,39,32
-21.32,-173.98,5.7,5,2014,1,24,18,06,34
-19.89,-173.56,9.2,5.1,2014,1,21,20,47,12
-15.25,-175.05,10,5.9,2014,1,21,1,29,13
-32.2,-177.74,8.1,5,2014,1,14,17,23,48
-31.41,-179.6,198.2,5.6,2014,1,10,2,22,55
-21.85,-176.46,143.1,5.1,2014,1,7,16,52,29
-35.49,-179.19,61,5,2014,1,1,14,23,04
-15.66,-172.85,23.3,5.1,2013,12,31,8,36,30
-18.19,-174.41,59.7,5.8,2013,12,28,19,06,13
-20.8,-178.67,583.8,5.4,2013,12,17,17,02,00
-15.97,-171.07,10,5.2,2013,12,9,0,03,18
-18.87,-174.55,87.1,5,2013,12,8,11,26,08
-25.47,178.22,579.1,5.8,2013,12,4,14,55,40
-30,-176.09,10,5,2013,12,4,14,10,09
-17.55,-178.32,534.5,5.4,2013,12,1,10,01,32
-26.74,-176.39,33.3,5,2013,11,29,12,05,23
-26.65,-175.7,35.2,5.2,2013,11,29,11,53,00
-21.72,-179.34,596.8,5.2,2013,11,24,11,09,59
-24.47,179.26,531.2,5.1,2013,11,24,8,47,50
-17.1,-176.56,377,6.5,2013,11,23,7,48,32
-30.43,-179.51,334.5,5.2,2013,11,18,22,23,28
-28.38,-176.92,10,5.4,2013,11,9,14,53,28
-18.56,-175.45,213.9,5.1,2013,11,3,17,10,24
-19.25,-172.47,10,5.7,2013,11,3,10,08,56
-19.24,-172.39,6.8,5.2,2013,11,2,19,13,35
-19.18,-172.69,10,5.4,2013,11,2,19,05,57
-19.16,-172.64,10,6.4,2013,11,2,18,53,47
-20.74,-178.47,543.1,5.1,2013,11,1,3,24,09
-20.02,-178.29,571.2,5.1,2013,10,29,11,01,54
-25.97,-177.15,71.7,5,2013,10,29,8,21,53
-19.36,-173.77,10,5.4,2013,10,25,17,54,31
-16.69,-173.73,10,5,2013,10,25,3,21,19
-22.5,-176.51,88.9,5.4,2013,10,24,20,32,41
-31,-178.27,35,5.6,2013,10,24,0,25,45
-22.54,179.22,557.7,5,2013,10,23,16,32,38
-23.01,-177.18,155.4,5.5,2013,10,23,8,23,29
-22.88,-174.89,24.3,5.4,2013,10,21,4,01,57
-18.44,-178.04,548.1,5,2013,10,14,16,09,10
-18.97,178.89,56.8,5.1,2013,10,13,7,15,24
-30.48,-176.61,32.4,5.2,2013,10,12,15,49,03
-30.75,-178.44,146.5,6.3,2013,10,11,21,24,58
-24.6,-179.37,510.8,5,2013,10,10,10,43,51
-30.54,-177.78,1,5,2013,10,5,14,35,15
-30.82,-178.26,34.9,5.1,2013,10,4,8,31,56
-29.53,-178.44,194.2,5,2013,10,3,17,32,43
-20.87,-174.95,40.2,5.4,2013,9,30,22,41,03
-30.96,-178.24,34.7,6.7,2013,9,30,5,55,54
-16.52,-173.87,51.9,5.7,2013,9,28,11,13,46
-24.45,-175.18,33.2,5.5,2013,9,24,23,38,26
-33.51,-178.09,10,5.6,2013,9,21,16,48,59
-24.75,178.7,527.1,5,2013,9,13,9,05,19
-15.21,-173.55,10,5,2013,9,7,16,39,50
-29.25,-176.33,10,5.6,2013,9,1,19,50,39
-19.32,-179.15,649,5.7,2013,8,29,13,52,26
-27.8,179.67,488.6,6.2,2013,8,28,2,54,41
-31.76,-179.21,10,5.1,2013,8,24,15,47,08
-22.74,-175.16,35.2,5.8,2013,8,24,8,40,32
-31.85,-178.85,69.4,5,2013,8,23,12,06,22
-30.39,-177.98,65.3,5.2,2013,8,18,21,27,01
-20.89,-173.85,58.4,5,2013,8,17,0,04,25
-16.46,-173.63,61.8,5,2013,8,14,7,59,24
-30.62,-179.72,343.4,6.1,2013,8,12,4,16,48
-29.18,-178.44,196.2,5,2013,8,11,10,33,56
-20.23,-176.48,251.9,5,2013,8,8,4,57,58
-15.28,-173.44,17,5.8,2013,8,1,20,01,41
-16.99,-177.09,10,5.1,2013,7,29,8,12,27
-23.12,179.15,567.9,5.1,2013,7,26,19,08,31
-23.06,-177.16,166.9,5.9,2013,7,24,3,32,35
-30.39,-176.24,15.6,5.7,2013,7,19,11,40,41
-15.44,-173.03,15,5.8,2013,7,15,13,59,04
-31.03,-179.17,181.4,5.2,2013,7,10,14,44,30
-30.42,-177.52,6.6,5.6,2013,7,10,14,44,00
-30.13,-177.47,10,5.5,2013,7,10,14,25,39
-29.04,-175.73,10,5.3,2013,7,10,9,29,11
-31.76,-178.72,77,5,2013,7,9,18,22,35
-32.3,-179.99,225.6,5.2,2013,7,3,20,13,34
-30.61,-178.11,61.8,5.3,2013,7,3,15,09,02
-15.8,-173.8,42.8,5.5,2013,7,2,9,38,41
-21.02,-174.44,41.5,5.1,2013,6,19,9,39,33
-33.85,179.4,195,6,2013,6,15,11,20,36
-19.91,-173.72,7.2,5,2013,6,13,22,19,31
-23.89,179.09,546,5.9,2013,6,7,12,54,09
-23.06,-177.19,185.4,5.5,2013,6,1,1,34,14
-28.47,-178.52,212.8,5.3,2013,5,31,13,25,49
-21.4,-177.82,405.9,5,2013,5,28,8,45,53
-24.34,-174.92,10,5.8,2013,5,24,11,10,48
-20.53,-175.8,130.8,5,2013,5,23,21,15,56
-20.58,-175.76,150,6.3,2013,5,23,21,07,46
-25.36,-175.64,200.6,5.7,2013,5,23,17,36,19
-23.01,-177.23,173.7,7.4,2013,5,23,17,19,04
-17.97,-175.11,212.9,6.4,2013,5,11,20,46,57
-18.63,-177.87,577.4,5,2013,5,4,9,44,46
-28.68,-178.92,351,6.1,2013,4,26,6,53,28
-29.79,-176.23,12.6,5.3,2013,4,22,23,40,47
-15.96,-177.51,445.9,5,2013,4,15,22,57,05
-17.73,-178.93,522.2,5,2013,4,12,16,22,25
-21.81,-176.42,63.1,5.2,2013,4,12,6,57,29
-19.49,-175.11,124.5,5,2013,4,6,12,27,05
-15.27,-172.69,35,5.1,2013,4,5,13,12,34
-32.04,-177.44,10,5,2013,4,5,10,00,02
-28.07,-176.67,15,5.6,2013,3,28,4,25,39
-28.46,-175.47,34.5,5.6,2013,3,28,4,25,35
-23.54,-175.43,10,5.5,2013,3,28,3,34,24
-33.28,-179.52,48.7,5.4,2013,3,26,17,36,24
-21.42,-175.43,92.3,5,2013,3,26,17,33,59
-16.63,-171.94,10,5.2,2013,3,25,5,25,29
-28.04,-176.57,11.7,5.5,2013,3,22,22,40,53
-22.07,-179.52,592.6,5,2013,3,21,5,27,35
-31.72,-177.76,35,5,2013,3,20,17,18,11
-22.07,-179.49,581,5.1,2013,3,20,14,02,28
-16.85,-171.47,16,5.4,2013,3,19,18,36,55
-20.92,-173.83,6.5,5.3,2013,3,8,20,43,22
-31.06,-177.44,8.3,5.1,2013,3,6,7,00,31
-15.14,-174.39,205.3,5,2013,3,5,17,34,50
-31.07,-177.56,4.3,5.1,2013,2,27,6,49,50
-21.5,-179.39,624.7,5.7,2013,2,26,19,57,55
-21.64,-174.37,23.6,5.1,2013,2,26,15,57,29
-15.36,-176.52,10,5.5,2013,2,25,2,59,35
-32.39,-178.14,10,5.2,2013,2,25,0,13,46
-32.34,-178.05,10,5.7,2013,2,24,20,54,04
-17.46,-173.45,47,5.7,2013,2,19,22,29,02
-17.59,-178.93,536.1,5,2013,2,19,19,01,46
-30.74,-178.15,50,5.5,2013,2,18,16,32,47
-30.77,-178.12,35,5.9,2013,2,18,12,19,18
-19.35,-176.2,21.6,5,2013,2,15,21,20,51
-17.75,-178.89,561.8,5.4,2013,2,15,19,55,32
-19.73,-174.47,74,5.7,2013,2,15,3,02,23
-18.2,-177.96,517.8,5.1,2013,2,12,1,23,55
-18.61,-174.71,122,5.6,2013,2,10,9,37,11
-15.81,-172.97,18,5.8,2013,2,7,7,19,51
-15.96,-172.24,23.8,5,2013,2,6,8,04,34
-16.12,-173.24,19,5.7,2013,1,27,9,59,29
-16.51,177.44,35,5.1,2013,1,24,2,17,09
-35.14,178.84,156.9,5.3,2013,1,15,19,04,32
-34.6,179.18,10,5.7,2013,1,8,21,26,55
-26.25,178.38,631.5,5.1,2013,1,6,16,28,19
-16.37,-173.2,15,5,2013,1,4,20,44,07
-16.45,-173.43,35,5.1,2013,1,4,13,13,45
-15.84,-172.14,10,5,2013,1,2,19,35,15
-29.6,-176.25,10,5.1,2012,12,28,10,35,45
-18.3,-173.56,22.9,5.4,2012,12,27,9,41,59
-24.23,-178.99,457.1,5.1,2012,12,26,5,17,26
-20.69,-178.62,582.4,5,2012,12,26,2,58,23
-20.77,-174.07,44.4,5,2012,12,20,19,38,45
-20.51,-174.28,10,5,2012,12,19,16,02,19
-15.31,-178.19,10,5.8,2012,12,14,16,52,38
-30.91,-178.39,38.7,5.4,2012,12,13,0,53,28
-19.56,-176.28,10,5.5,2012,12,12,1,44,20
-16.24,-174.22,137.7,5.2,2012,12,9,20,52,39
-31.1,-177.52,18.4,5,2012,12,5,23,41,54
-20.78,-178.95,625.8,5.1,2012,12,5,23,08,36
-14.94,-173.27,10,5,2012,12,5,13,48,42
-20.69,-174.21,10,5.1,2012,12,2,13,32,44
-20.69,-174.38,10,5,2012,12,1,20,10,14
-18.82,-175.6,200.2,5.7,2012,11,30,11,20,38
-20.72,-177.16,285.5,5.3,2012,11,29,10,37,41
-21.11,-178.77,541.2,5.1,2012,11,29,0,30,31
-18.38,-172.32,10,5.9,2012,11,17,5,12,56
-20.74,-174.08,10,5.2,2012,11,14,7,41,53
-21.04,-175.93,24.4,5.6,2012,11,13,23,23,48
-17.63,-173.09,10,5.1,2012,11,12,14,58,09
-24.28,178.92,557.8,5.2,2012,11,12,14,47,41
-18.81,-173.33,11,5.1,2012,11,8,17,56,38
-16.66,-173.62,15,5.1,2012,11,3,19,25,13
-20.28,-177.64,502,5,2012,11,1,9,48,04
-18.28,-174.71,10,5.1,2012,10,30,10,59,32
-19.5,-172.69,42.2,5.2,2012,10,29,10,28,58
-19.86,-178.26,597.7,5.3,2012,10,25,18,40,38
-30.7,-177.65,34.9,5.3,2012,10,19,15,34,14
-30.81,-176.8,35,5.5,2012,10,19,15,34,09
-19.04,-174.19,35,5.4,2012,10,17,17,23,42
-15.04,-173.57,16.3,5,2012,10,17,14,49,57
-20.45,-178.25,534.3,5.2,2012,10,15,20,19,00
-16.89,-174.48,50.2,5.1,2012,10,13,22,36,30
-19.96,-173.99,24,5.1,2012,10,13,17,52,49
-20.73,-174.16,10,5,2012,10,2,18,39,08
-21.16,-174.41,10,5.1,2012,10,2,11,35,47
-18.84,-174.9,133.9,5,2012,10,2,3,33,34
-24.75,-179.43,446.2,5,2012,10,1,17,24,40
-26.04,-177.42,104.1,5,2012,9,26,17,15,52
-18.85,-175.4,162.6,5,2012,9,26,6,45,17
-32.54,-176.23,39.4,5.1,2012,9,26,5,24,32
-21.21,-174.33,10,5.1,2012,9,26,1,41,39
-21.19,-174.31,10,5.4,2012,9,25,18,33,01
-25.56,178.33,600.5,5.2,2012,9,25,5,37,58
-25.14,178.86,565,5.2,2012,9,25,5,37,52
-15.52,-173.9,121.7,5.6,2012,9,25,3,06,53
-21.21,-174.29,10,5.5,2012,9,24,10,31,23
-20.9,-174.19,11,5.5,2012,9,22,6,58,26
-20.76,-178.51,570.4,5.7,2012,9,20,21,03,42
-18.45,-174.66,124.7,5,2012,9,16,13,02,53
-30.4,-177.94,57.6,5,2012,9,9,14,36,36
-28.09,-176.54,11.3,5,2012,9,9,0,13,50
-33.13,-178.88,28,5,2012,9,8,7,39,58
-22,-179.96,583.4,5,2012,9,4,2,12,52
-21.96,-175.07,35,5,2012,9,4,2,11,31
-21.62,-174.55,38.7,5.2,2012,9,1,19,46,07
-33.44,-179.53,38,5.6,2012,8,24,10,01,53
-27.31,-176.81,16,5.7,2012,8,24,4,43,48
-24.09,179.11,569.4,5.2,2012,8,22,18,19,33
-20.04,-173.66,35,5.1,2012,8,22,10,13,57
-15.6,-173.04,15,5.7,2012,8,18,17,45,02
-18.46,-177.86,556.6,5,2012,8,16,6,35,38
-16.02,178.06,13,5.9,2012,8,8,10,57,44
-21.15,-178.36,484.3,5.8,2012,8,5,13,55,10
-35.78,-179.75,35,5.1,2012,8,4,12,54,27
-35.73,-179.1,10,5,2012,8,4,12,54,19
-16.92,-176.92,20,5.5,2012,8,3,7,22,30
-35.56,-179.79,41.1,5.2,2012,8,2,10,26,14
-35.66,-179.68,39.2,5.1,2012,8,1,9,24,41
-21.02,-174.49,10,5.6,2012,7,26,10,20,05
-26.44,-178.61,350.4,5.2,2012,7,26,6,12,12
-30.83,-177.47,35,5,2012,7,23,19,47,14
-21.8,-175.03,10,5.3,2012,7,22,16,56,02
-15.2,-173.39,10,5,2012,7,21,20,47,46
-21.22,-179.29,625.3,5.5,2012,7,20,14,03,13
-20.87,-178.51,536.9,5.9,2012,7,18,8,09,46
-31.28,-179.09,12.5,5,2012,7,17,19,26,30
-31.43,-178.99,10,5.2,2012,7,17,12,38,45
-31.7,-176.07,35,5,2012,7,17,12,38,31
-17.79,-173.13,43.7,5.2,2012,7,14,20,39,30
-18.27,-178.55,644.3,5.1,2012,7,13,4,50,44
-26.05,-177.36,89.5,5.7,2012,7,11,11,12,40
-16.1,-174.68,19.4,5.4,2012,7,11,3,57,14
-25.14,-176.41,16.6,5.1,2012,7,10,2,28,12
-30.75,-178.17,38.9,5.1,2012,7,4,14,36,34
-33.39,-179.34,86.8,5.4,2012,7,2,18,53,27
-15.14,-173.34,10,5.2,2012,6,27,21,20,56
-15.13,-173.41,10,5,2012,6,27,20,48,54
-15.22,-173.27,10,5.5,2012,6,27,20,39,15
-21.93,-176.7,175,5,2012,6,26,12,32,35
-32.63,-178.05,10,5.1,2012,6,25,3,30,07
-27.42,-177.88,178.8,5,2012,6,25,3,09,04
-32.98,-178.33,7.3,5.1,2012,6,22,5,02,06
-32.94,-178.65,13.6,5.7,2012,6,22,2,20,06
-32.83,-178.62,13.9,5.2,2012,6,21,23,52,53
-17.96,-178.19,542.8,5.5,2012,6,21,22,34,37
-20.55,-178.62,615.5,5,2012,6,19,4,37,34
-20.59,-174.31,10,5.3,2012,6,17,17,26,26
-17.11,-174.16,38.6,5,2012,6,14,15,07,53
-22.25,179.63,583.9,5.1,2012,6,14,11,04,04
-31.7,-178.66,46.3,5.1,2012,6,12,13,48,34
-20.19,-176.34,266,5.8,2012,6,7,9,01,51
-22.91,-174.72,10,5,2012,6,7,0,02,27
-27.03,-177.44,110.6,5,2012,6,6,16,11,14
-15.28,-177.92,10,5.8,2012,6,4,14,18,52
-17.68,-174.31,11.7,5,2012,5,31,17,29,57
-22.13,-179.61,602,5.9,2012,5,29,3,33,25
-19.96,-175.98,210.7,5.9,2012,5,28,21,47,09
-25.27,-179.88,506.2,5,2012,5,28,15,39,46
-30.83,-177.99,26.8,5,2012,5,26,17,54,18
-19.18,-173.76,35,5,2012,5,25,18,20,07
-33.08,-178.46,40.3,5,2012,5,25,18,10,43
-24.57,-175.97,10,5.2,2012,5,16,1,28,17
-24.57,-175.97,10,5.2,2012,5,15,19,22,24
-15.17,-173.66,35,5,2012,5,7,6,46,56
-21.48,-174.23,8.5,5.6,2012,5,5,20,23,31
-23.55,-175.67,35,5,2012,5,2,20,04,20
-24.33,-176.18,84,5.1,2012,5,2,5,14,05
-30.27,-175.87,10,5.1,2012,5,1,22,13,18
-30.04,-176.23,35,5,2012,4,30,20,17,43
-18.69,-174.71,134.7,6.7,2012,4,28,10,08,08
-18.8,-177.88,615.9,5,2012,4,26,6,38,32
-24.23,-175.95,10,5.6,2012,4,24,15,15,38
-23.79,-176,10,5,2012,4,24,14,05,26
-33.09,-177.44,56.6,5,2012,4,24,1,05,45
-28.56,-177.41,114,6,2012,4,23,17,36,21
-24.01,-175.93,20.1,5,2012,4,23,10,57,19
-17.97,-175.17,213.2,5,2012,4,23,3,08,03
-24.01,-175.99,10,5.1,2012,4,23,2,14,18
-17.62,-173.59,10,5,2012,4,20,20,44,57
-31.89,-177.24,10,5.6,2012,4,17,8,51,24
-21.28,-174.41,35,5,2012,4,6,8,50,57
-16.94,-173.51,42.7,5.4,2012,4,2,8,17,06
-20.33,-175.23,142.6,5.1,2012,3,31,17,06,48
-23.63,179.3,534.5,5.2,2012,3,31,9,04,39
-21.18,-178.97,609.7,5,2012,3,30,9,38,59
-35.69,-179.08,10,5.3,2012,3,26,17,48,09
-18.64,-178.77,507.5,5.1,2012,3,25,13,59,22
-16.26,-174.26,128.9,5,2012,3,23,14,35,31
-21.36,-174.45,35,5,2012,3,22,14,35,17
-23.88,-175.75,59.4,5.1,2012,3,20,21,07,11
-14.62,-175.7,27.9,5.9,2012,3,19,23,46,35
-24.41,-176.33,10,5.2,2012,3,14,9,18,42
-23.67,-179.96,549.2,5,2012,3,13,18,23,43
-23.73,179.98,535.2,5,2012,3,13,18,23,41
-24.92,-176.95,94.4,5,2012,3,11,11,10,52
-22.31,-174.8,7.8,5.1,2012,3,4,16,05,14
-17.84,-178.59,568.7,5.2,2012,3,4,0,51,39
-23.93,-177.07,116,5,2012,3,3,17,53,49
-22.08,-175.42,10,5,2012,2,28,18,46,23
-24.69,-177.23,10,5.1,2012,2,27,14,54,43
-24.76,-177.12,10,5.1,2012,2,27,14,34,21
-24.93,-177.79,10,5,2012,2,27,3,01,55
-24.73,-177.12,10,5,2012,2,27,3,01,50
-24.85,-177.31,14.7,5.1,2012,2,26,19,37,09
-25.16,-176.95,10,5.2,2012,2,26,16,28,31
-18.04,-178.48,592.6,5,2012,2,26,16,27,14
-24.67,-177.21,15.1,5.1,2012,2,26,13,49,59
-24.8,-177.46,10,5,2012,2,26,12,12,23
-24.87,-177.22,10,5.1,2012,2,26,11,17,02
-24.74,-177.23,10,5,2012,2,26,9,23,09
-32.5,-177.73,39,5.6,2012,2,26,5,24,59
-24.5,-177.24,10,6,2012,2,26,5,21,24
-24.48,-177.5,10,5.5,2012,2,26,2,46,21
-25.69,179.53,506.6,5.1,2012,2,25,5,06,21
-15.21,-174.26,23.7,5,2012,2,24,2,02,44
-29.23,-176.19,33.5,5.1,2012,2,23,18,26,23
-20.57,-178.76,596.1,5,2012,2,23,4,05,34
-17.46,-173.29,5.3,5,2012,2,22,20,44,42
-17.68,-172.96,36.3,5.1,2012,2,20,23,54,20
-17.86,-178.64,557.1,5,2012,2,19,23,33,08
-20.96,-173.52,62.9,5.4,2012,2,18,19,15,25
-19.32,-177.38,353.6,5.2,2012,2,15,1,49,40
-33.01,-178.9,112.8,5,2012,2,13,10,12,15
-32.55,-178.85,35.9,5.1,2012,2,13,10,12,07
-18.18,-172.42,36,5.2,2012,2,13,9,09,14
-33.98,-178.7,35,5,2012,2,13,7,50,39
-20.99,-176.11,175.4,5.1,2012,2,11,5,10,51
-17.97,-178.55,582.3,5.9,2012,2,10,1,47,34
-29.46,-177.41,36.5,5.3,2012,2,8,1,58,41
-20.42,-177.99,525.3,5.1,2012,2,5,23,50,41
-20.54,-174.04,8,5.7,2012,2,4,7,40,12
-19.49,-174.83,51.1,5,2012,2,3,20,34,03
-30.7,-177.84,43.2,5,2012,1,31,19,53,44
-29.55,-177.04,10,5,2012,1,28,20,00,34
-29.57,-177.26,25.3,5.4,2012,1,28,19,05,39
-29.39,-174.38,13.8,5.3,2012,1,28,19,05,18
-29.52,-177.17,10,5.4,2012,1,28,18,49,01
-29.69,-177.18,18.4,5.2,2012,1,28,18,17,50
-29.51,-176.89,10,5,2012,1,28,18,09,26
-29.52,-177.08,10,5,2012,1,28,17,56,41
-29.59,-177.14,10,5.3,2012,1,28,17,47,35
-29.45,-177.27,10,5.2,2012,1,28,17,45,46
-29.43,-177.39,21,5.8,2012,1,28,17,42,51
-16.04,-172.04,63.7,5.1,2012,1,27,17,44,22
-24.98,178.52,580.3,6.4,2012,1,24,0,52,05
-17.9,-172.42,10,5,2012,1,19,23,35,34
-19.29,-172.91,10,5,2012,1,16,18,39,51
-33.33,-178.42,10,5.1,2012,1,16,18,20,50
-18.46,-171.8,35,5.3,2012,1,14,0,46,49
-32.88,-178.48,10,5.1,2012,1,13,20,25,24
-32.81,-178.57,10,5.1,2012,1,13,17,49,10
-16.75,-173.59,35.1,5.3,2012,1,12,22,30,59
-17.82,-172.53,35,5,2012,1,12,17,12,08
-18.06,-173.11,35.1,5.2,2012,1,12,7,08,13
-17.99,-172.39,35,5,2012,1,12,7,08,08
-17.41,-172.78,10,5.2,2012,1,10,13,08,38
-22.06,-173.86,36.5,5.4,2012,1,9,3,43,33
-29.51,-176.09,10,5,2012,1,9,2,38,03
-15.06,-174.14,10,5.1,2012,1,9,0,06,54
-23.34,-179.9,532.2,5,2012,1,8,23,40,58
-17.9,-178.54,554.5,5.2,2012,1,8,0,35,52
-21.78,178.01,567.4,5.1,2012,1,7,22,13,03
-17.55,-173.32,10,5.1,2012,1,7,20,00,44
-28.61,-176.94,10,5.6,2012,1,7,18,38,08
-17.69,-173.54,35,5.6,2012,1,5,1,13,40
-15.14,-174.66,10,5,2012,1,4,18,54,11
-15.55,-174.67,10,5,2012,1,4,18,04,48
-20.74,-174.33,42.9,5,2011,12,31,19,22,36
-32.57,-178.39,35,5.1,2011,12,30,21,43,19
-32.82,-178.1,37.5,5,2011,12,30,17,29,58
-17.93,-174.99,194.6,5.1,2011,12,28,21,55,42
-17.18,-174.32,145.4,5.1,2011,12,27,19,41,41
-16.2,-173.86,90,6,2011,12,26,4,48,08
-33.82,-178.34,10,5.5,2011,12,23,10,52,07
-34.02,-176.62,8.9,5.5,2011,12,23,10,51,55
-33.17,-179.02,10,5.7,2011,12,21,13,37,14
-29.07,-176.86,10,5.7,2011,12,19,5,32,16
-22.45,179.25,615.8,5,2011,12,17,22,42,24
-32.85,-178.6,20,5,2011,12,17,10,18,19
-32.72,-179.1,32,5.9,2011,12,15,10,10,07
-29.49,-176.32,30.4,5.2,2011,12,15,7,12,08
-15.38,-174.83,10,5.8,2011,12,14,0,48,10
-24.08,178.55,555.5,5.6,2011,12,11,5,30,57
-20.32,-174.29,41,5.3,2011,12,7,4,08,37
-20.3,-174.39,35,5.3,2011,12,6,10,15,09
-31.49,-178.79,99.2,5.1,2011,12,4,14,45,38
-22.17,-176.73,171.8,5.6,2011,11,30,14,57,44
-18.65,-174.69,127.3,5,2011,11,27,14,41,05
-23.18,-175.3,31.5,5,2011,11,26,22,24,35
-21.92,-179.5,595.1,5.3,2011,11,24,10,23,51
-23.05,-175.38,35,5.3,2011,11,20,14,09,32
-32.71,-177.39,10,5,2011,11,19,1,21,53
-17.52,-172.88,22,5,2011,11,17,15,33,34
-17.47,-173.68,38.8,5.3,2011,11,16,1,43,45
-20.54,-174.92,10,5.1,2011,11,14,19,27,54
-17.59,-172.89,35,5,2011,11,13,19,21,40
-29.71,-177.68,73.9,5.1,2011,11,13,15,40,51
-17.71,-173.1,10,5.5,2011,11,11,15,02,19
-23.23,-175.37,30.4,5.1,2011,11,6,7,34,17
-23.23,-175.41,34.8,5,2011,11,5,17,13,07
-23.91,-175.21,26.4,5,2011,11,5,17,04,40
-28.77,-177.03,37.6,5.1,2011,11,5,16,49,35
-35.46,178.96,221.1,5.3,2011,11,3,5,02,00
-28.78,-176.12,49.6,5.7,2011,10,28,11,07,01
-17.94,-179.53,602.9,6,2011,10,27,0,15,24
-29.39,-176.33,43.6,5,2011,10,25,2,23,32
-31.72,-179.08,116.4,5,2011,10,24,17,35,00
-28.86,-176.15,10,5.2,2011,10,22,9,38,47
-28.85,-175.33,9.9,5,2011,10,22,9,38,41
-28.99,-176.24,33,7.4,2011,10,21,17,57,16
-29.8,-176.32,43.9,5.5,2011,10,20,3,39,00
-31.66,-179.78,213,5,2011,10,16,1,21,40
-25.79,-177.46,147.7,5.2,2011,10,15,22,24,49
-29.41,-176.27,45,5.1,2011,10,14,18,00,48
-18.85,-173.36,10,5,2011,10,14,11,01,40
-29.5,-176.24,32.1,5,2011,10,11,11,16,50
-29.6,-176.28,30.3,5.4,2011,10,10,18,14,20
-32.68,-178.73,53.4,5,2011,10,9,20,28,06
-20.6,-173.22,6,5.9,2011,10,8,8,53,11
-32.57,-178.93,20.8,5,2011,10,7,12,14,40
-32.51,-179.04,36,6.1,2011,10,7,8,58,28
-31.9,-178.69,10,5,2011,10,5,6,58,30
-25.05,-179.79,523.3,5.1,2011,10,1,23,20,15
-15.62,-173.18,4.7,5,2011,9,28,0,26,35
-16.71,-173.32,3,5.1,2011,9,26,7,27,47
-15.44,-175.31,10,6.4,2011,9,22,23,07,03
-17.32,-172.49,35,5,2011,9,22,0,49,59
-21.61,-179.53,644.6,7.3,2011,9,15,19,31,04
-14.96,-177.96,378.4,5.6,2011,9,15,11,59,52
-35.37,-179.04,10,6,2011,9,15,7,53,18
-18.86,-173.66,35,5.1,2011,9,15,3,41,41
-35.11,-178.99,13,5.7,2011,9,14,13,36,34
-29.44,-176.74,10,5.2,2011,9,10,23,56,57
-16.36,177.85,35,5.1,2011,9,8,8,58,49
-27.77,-178.46,252.1,5.3,2011,9,7,7,55,32
-34.13,179.5,35,5.1,2011,9,6,13,10,22
-34.21,179.55,35,5.4,2011,9,6,10,51,37
-15.3,-173.62,37,6.2,2011,9,5,9,52,01
-23.84,-179.79,521.1,5,2011,8,31,21,37,57
-24.59,179.92,508.7,5.7,2011,8,27,20,31,53
-15.42,-173.5,44.7,5.2,2011,8,24,19,41,06
-21.76,-176.88,201.7,5,2011,8,23,19,53,30
-18.34,-178.01,621.3,5,2011,8,22,22,18,52
-28.8,-176.56,10,5.2,2011,8,22,19,24,19
-29.03,-176.68,10,5.7,2011,8,22,9,38,37
-15.88,-179.45,10,5.5,2011,8,20,10,27,17
-22.5,-174.94,10,5.6,2011,8,20,1,24,59
-16.52,-177,407.9,6.2,2011,8,19,3,54,26
-22.88,-179.61,571,5.3,2011,8,14,12,58,25
-30.55,-177.93,10,5.5,2011,8,13,7,14,47
-30.54,-176.57,12.8,5.3,2011,8,13,7,14,40
-24.35,-176.67,55,5,2011,8,12,23,43,36
-21.81,-177.02,218.8,5.5,2011,8,12,3,15,09
-24.8,179.92,496.8,5.7,2011,8,11,1,13,41
-16.24,-173.81,95.4,5.2,2011,8,10,19,39,22
-30.54,-178.35,60.6,5,2011,8,10,7,13,24
-20.58,-178.46,556.9,5.4,2011,8,9,11,11,22
-29.42,-177.08,35,5,2011,8,9,0,12,54
-17.6,-175.23,264,5,2011,8,7,11,01,58
-20.28,179.56,45.1,5.4,2011,8,7,7,01,49
-29.99,-176.73,10,5.7,2011,8,5,16,08,45
-30.04,-176.67,10,5.3,2011,8,3,19,23,09
-18.8,-176.22,572.6,5,2011,8,3,4,51,42
-16.76,-177.17,10,5.3,2011,8,3,3,20,19
-23.98,179.01,528.9,5.7,2011,8,2,19,18,46
-32.55,-178.97,30.6,5.2,2011,8,1,0,09,44
-31.27,-178.29,57.8,5.2,2011,7,31,13,29,36
-22.58,-174.99,40,5,2011,7,30,12,17,24
-23.5,-179.94,523.5,5,2011,7,29,8,19,07
-23.76,179.68,539.8,5.2,2011,7,29,7,50,56
-23.8,179.75,532,6.7,2011,7,29,7,42,23
-29.22,-176.29,10,5.1,2011,7,28,4,26,12
