Latitude,Longitude,DepthKm,Magnitude,Year,Month,Day,Hour,Minute,Second
-25.48,-176.18,96.4,5,2002,6,15,5,23,02
-26.66,-176.59,33,5,2002,6,7,12,33,43
-18.05,-173.36,44.8,5,2002,6,3,15,21,40
-26.95,-176.22,33.4,5.1,2002,6,2,21,46,57
-21.47,-174.49,98.6,5,2002,5,25,2,35,48
-24.45,-177.38,150,5.1,2002,5,21,18,21,19
-19.25,-175.58,213,5.1,2002,5,19,22,06,17
-15.2,-176.54,150,5,2002,5,18,21,51,33
-20.05,-173.73,33,5,2002,5,10,10,59,50
-17.94,-178.7,562,5.8,2002,5,4,7,00,48
-29.86,-177.77,50,5.3,2002,4,30,6,25,47
-27.58,-176.81,33,5.3,2002,4,26,15,06,39
-27.46,-176.68,33.2,5.3,2002,4,26,2,12,56
-24.89,-176.36,33,5.1,2002,4,17,16,42,22
-15.27,-173.42,33,5.7,2002,4,5,23,02,29
-15.88,-177.77,399.7,5,2002,3,23,3,30,08
-18.65,178.52,564.7,5,2002,3,22,12,21,11
-23.51,-179.52,504.8,5,2002,3,19,4,58,22
-33.33,-179.6,74.2,5.6,2002,3,17,20,50,37
-16.87,-173.56,104,5.2,2002,3,4,16,07,37
-33.37,-179.35,40,5.3,2002,3,1,9,55,05
-21.64,-174.57,33,5.1,2002,2,26,12,28,47
-26.81,-176.36,51.5,5.1,2002,2,21,0,30,56
-15.5,-173.11,33,5,2002,2,19,15,22,51
-15.23,-173.4,0.3,5,2002,2,14,14,39,42
-28.96,-176.88,87.2,5.1,2002,2,8,18,49,35
-23.83,-175.3,50,5.3,2002,1,31,2,21,34
-15.36,-173.16,25,5.9,2002,1,28,15,09,54
-21.7,-174.49,58.1,5.1,2002,1,27,3,04,17
-21.02,-178.72,588.5,5.5,2002,1,25,3,28,12
-20.49,-173.86,33,5.5,2002,1,13,11,04,19
-30.19,-177.99,57.7,5,2002,1,11,10,52,43
-17.82,-172.26,28.2,5.3,2002,1,10,8,36,44
-29.45,-175.8,33,5,2002,1,9,7,42,40
-24.39,-179.71,494.2,5.2,2002,1,9,1,03,39
-26.43,178.32,620.5,5,2002,1,4,8,44,20
-17.94,178.81,653,5.3,2002,1,2,14,50,32
-16.46,178.07,33,5.4,2002,1,2,10,24,07
-18.26,-178.46,638.8,5,2002,1,2,5,23,01
-24.61,-175.95,30.6,5.1,2001,12,15,17,34,16
-16.45,-177.39,33,6.3,2001,12,3,11,32,34
-33.16,-178.62,0,5.1,2001,11,30,23,19,29
-33.41,-178.62,5.9,5.7,2001,11,30,18,02,06
-15.1,-173.22,33,5,2001,11,29,19,37,35
-33.14,-178.59,39,5,2001,11,29,0,21,18
-23.85,179.92,551.6,5.1,2001,11,27,23,10,35
-33.48,-178.68,50.4,5.1,2001,11,27,2,26,52
-33.22,-178.62,5.6,6,2001,11,27,0,53,45
-16.27,178,33,6.2,2001,11,22,23,24,50
-16.34,178.1,33,6.3,2001,11,22,23,22,23
-31.25,-176.74,33,5.8,2001,11,22,4,17,26
-17.26,-174.16,109.2,5.2,2001,11,16,12,36,53
-20.28,-175.88,149.3,5.1,2001,11,14,16,52,42
-15.18,-174.15,86,5.3,2001,11,14,13,38,45
-17.6,-178.65,544.4,5.4,2001,11,13,16,02,38
-17.34,-179.16,551.6,6.3,2001,11,5,23,07,10
-20.19,-177.83,397.4,5.1,2001,11,3,9,48,10
-21.8,-176.71,172.7,5.6,2001,10,28,20,24,03
-31.63,-178.07,33,5.1,2001,10,24,0,35,23
-21.01,-179.04,597.8,5.6,2001,10,22,6,46,46
-23.92,-179.88,520.8,5,2001,10,10,16,18,49
-23.22,-175.41,33,5,2001,10,9,20,20,38
-23.21,-175.49,25,5.5,2001,10,9,17,45,32
-30.32,-177.63,33,5.1,2001,10,3,2,31,23
-16.34,-174.7,242.1,5,2001,9,27,1,50,55
-26.64,178.27,634.9,5.4,2001,9,26,21,31,12
-15.25,-173.59,33,5.1,2001,9,26,15,57,01
-28.27,-177.68,146.6,5.1,2001,9,25,5,29,15
-27.97,-176.65,10.7,5.2,2001,9,18,10,34,21
-22.45,-174.92,43.7,6,2001,9,15,15,04,38
-29.9,-177.71,26,5.3,2001,9,14,11,47,18
-21.19,-179.13,642.1,5.2,2001,9,13,3,48,33
-21.02,-179.06,610.6,6.4,2001,9,12,8,48,37
-16.3,178.08,10,5.9,2001,9,5,4,53,43
-16.28,178.23,33,5.1,2001,9,4,13,01,51
-16.25,178.19,9.1,5.8,2001,9,3,21,10,46
-34.83,178.26,33.4,5.4,2001,8,24,21,18,56
-17.94,-178.6,577.5,5,2001,8,24,11,01,51
-22.68,179.3,587.6,5.5,2001,8,15,15,08,20
-34.93,-179.46,53,5,2001,8,14,0,31,07
-22.17,-174.89,33,5,2001,8,11,13,01,06
-30.91,-178.01,51.9,5.3,2001,8,9,3,09,02
-15.19,-174.77,33,5,2001,7,31,15,08,03
-17.8,-178.73,517.2,5.5,2001,7,31,6,57,36
-29.99,-177.9,58.1,5,2001,7,20,23,04,40
-15.26,-173.65,40.4,5.2,2001,7,20,0,21,51
-17.04,-174.58,210.1,5.8,2001,7,19,20,12,13
-20.26,-178.1,559.3,5,2001,7,11,15,11,49
-21.61,-174.19,30.9,5.1,2001,7,11,8,52,59
-30.42,-178,33,5,2001,7,9,4,43,22
-31.46,-178.21,33,5,2001,7,7,16,14,29
-27.87,-177.65,138.4,5.2,2001,7,6,11,36,13
-21.74,-176.73,178.7,6.5,2001,7,4,7,06,30
-15.18,-173.41,33,6,2001,6,16,2,13,40
-20.71,-178.31,520.5,5.4,2001,6,14,17,08,09
-22.05,-179.48,594.9,5.7,2001,6,14,12,27,03
-18.84,-173.22,38.4,5.1,2001,6,13,3,49,30
-29.68,-178.62,188.2,7.1,2001,6,3,2,41,58
-20.3,-177.83,391.7,6.4,2001,5,26,10,57,24
-17.87,-178.63,557.4,5.6,2001,5,23,15,35,22
-19.94,-177.49,374.7,5.9,2001,5,19,17,36,26
-16.19,178.23,33,5,2001,5,10,14,45,30
-16.12,178.25,18.8,5,2001,5,10,14,38,19
-18.43,-175.13,215.6,5.2,2001,5,6,5,19,46
-30.5,-178.06,48,5,2001,4,30,21,42,21
-18.06,-176.94,340.6,6.9,2001,4,28,4,49,51
-30.99,-178.17,33,5,2001,4,24,14,35,24
-19.49,-173.72,39.2,5.4,2001,4,24,9,54,34
-28.01,-176.16,29,5.2,2001,4,19,0,18,14
-27.76,-176.27,33.8,5.2,2001,4,18,23,31,38
-27.76,-176.28,34.6,5.4,2001,4,17,17,58,07
-15.62,-172.53,37.1,5,2001,4,13,14,32,51
-27.76,-176.35,38.5,6,2001,4,7,23,17,37
-31.45,179.92,344.4,5,2001,3,27,18,28,03
-19,-174.08,60.5,5.4,2001,3,23,20,53,30
-35.26,-179.69,57.1,5.1,2001,3,12,14,02,22
-16.32,-176.32,354.6,5,2001,3,11,16,07,10
-25.54,-177.95,230.7,5.8,2001,3,11,0,50,40
-19.19,-173.17,33.7,5.3,2001,3,9,21,41,55
-30.16,-178.12,13.5,5.3,2001,3,8,11,37,21
-20.62,-175.77,72.5,5,2001,3,6,1,08,16
-16.11,-172.56,21.7,5,2001,2,28,12,22,30
-22.69,-174.96,39.3,5.2,2001,2,27,12,10,33
-30.93,-178.26,53,5.3,2001,2,23,23,52,23
-28.86,-176.88,86.8,5.1,2001,2,22,22,11,47
-18.97,-174.16,69.1,5.1,2001,2,17,13,09,57
-21.41,-174.51,34.8,5.1,2001,2,16,17,44,35
-19.69,177.43,10,5.6,2001,2,14,14,16,59
-19.6,177.38,33,6.1,2001,2,14,14,04,28
-24.02,179.99,556.5,5.4,2001,2,13,14,35,10
-19.13,-176.03,40,5.1,2001,2,9,10,26,16
-14.82,-173.6,33,5,2001,2,8,5,29,42
-18.58,-174.69,33,5,2001,2,5,13,54,11
-34.67,-179.34,79.7,5,2001,2,3,4,58,06
-30.33,-178.08,33,5.4,2001,1,24,21,07,19
-27.3,-176.55,38,5.1,2001,1,22,2,31,09
-24.09,-175.83,33,5.1,2001,1,17,19,49,31
-29.07,-176.21,45.5,5.3,2001,1,17,10,51,42
-30.48,-177.93,33,5,2001,1,17,2,04,35
-16.96,-174.92,241.6,5.2,2001,1,12,13,07,56
-18.84,-176.66,35.6,5.9,2001,1,11,19,59,43
-29.57,-177.94,67.2,5,2000,12,31,3,23,01
-22.33,-179.6,576.5,5.1,2000,12,29,23,33,52
-22.44,-175.08,37.8,5.1,2000,12,28,18,12,33
-35.12,179.7,73,5.5,2000,12,26,15,21,31
-23.32,-176.41,50.4,5.2,2000,12,25,11,16,37
-21.18,-179.09,601.8,5.6,2000,12,25,5,11,55
-18.33,-178.1,431.4,5,2000,12,21,3,05,58
-34.45,180,33,5.3,2000,12,20,16,56,48
-24.19,-176.78,68.7,5.7,2000,12,20,16,39,26
-21.07,-179.05,598.9,5.2,2000,12,18,21,15,27
-21.15,-179.12,617.7,6.5,2000,12,18,1,19,21
-28.18,-177.42,68.8,5,2000,12,17,2,29,13
-30.13,-176.84,51.5,5.2,2000,12,11,12,58,46
-21.91,-179.47,574.3,5.1,2000,12,9,23,38,37
-29.96,-177.84,33,5.3,2000,12,8,18,02,44
-20.12,-173.8,33,5.1,2000,12,8,8,22,02
-26.42,179.68,484.5,5,2000,12,5,2,09,19
-30.62,-178.09,57.1,5,2000,12,2,6,02,58
-30.67,-178.12,33,5,2000,12,1,22,57,00
-21.79,-175.28,33,5,2000,12,1,4,53,51
-20.72,-174.26,33,5.3,2000,11,24,17,27,10
-27.17,178.3,627.6,5.1,2000,11,24,9,51,55
-17.97,-178.7,620.6,5,2000,11,20,9,23,21
-24.83,179.69,500,5.1,2000,11,14,1,46,40
-21.24,-179.14,604.5,5.1,2000,11,13,23,17,26
-15.37,-173.42,54.7,5.8,2000,11,9,5,45,54
-18.09,-175.23,33.3,6.1,2000,10,31,18,43,19
-17.99,-175.18,33,5.4,2000,10,31,18,09,36
-15.2,-173.27,33,5.3,2000,10,29,12,30,50
-17.78,-172.6,33.1,5,2000,10,28,0,12,25
-17.39,-175.1,278.8,5.1,2000,10,21,5,25,13
-30.82,-178.32,59.5,5.5,2000,10,17,10,32,57
-25.59,-176.04,33,5,2000,10,14,23,15,18
-17.77,-172.89,35.5,5.2,2000,10,12,2,22,10
-30.73,-178.09,42.2,5,2000,10,9,5,14,16
-17.75,-173.16,33,5.1,2000,10,4,15,39,27
-33.61,-178.66,33,5.3,2000,10,4,13,48,58
-17.3,-174.08,33,5,2000,9,26,7,10,26
-17.26,-173.88,67.8,6.4,2000,9,26,6,17,53
-30.3,-178.28,155.2,5.5,2000,9,22,13,21,30
-21.09,-176.41,184.7,5.1,2000,9,22,5,12,53
-29.42,-176.32,39.8,5.4,2000,9,19,22,23,02
-30.48,-178.2,62.7,5.6,2000,9,16,17,26,23
-22.63,-176.28,107.8,5.3,2000,9,14,17,33,27
-15.84,179.9,35.9,6.2,2000,9,14,14,59,57
-15.91,-173.66,116.9,6.3,2000,9,11,17,17,53
-22.78,-175.33,33,5.1,2000,9,9,10,00,33
-21.86,-174.5,49.2,5,2000,9,5,15,43,35
-21.94,-174.49,35.8,5.3,2000,9,5,8,43,00
-20.56,-177.75,343.9,5.2,2000,9,3,8,21,21
-19.95,-179.08,650.3,6,2000,9,2,17,02,17
-17.85,-178.3,550.6,5.7,2000,9,2,10,19,10
-29.45,-177.47,46.7,5.3,2000,8,30,0,59,28
-17.63,-178.89,478.4,5.5,2000,8,27,4,22,20
-16.63,-172.78,33,5,2000,8,17,14,00,00
-22.02,-174.65,38.7,5.8,2000,8,17,0,04,29
-31.56,179.74,349.6,6.6,2000,8,15,4,30,08
-31.48,-178.56,33,5.3,2000,8,4,23,34,18
-30.28,-178.26,103.8,5.2,2000,8,4,2,08,15
-17.98,-174.77,166.1,5.2,2000,8,2,0,37,13
-29.56,-176.26,57.4,6.2,2000,7,31,23,01,55
-20.72,-174.01,37.5,5.1,2000,7,28,4,28,08
-23.76,-177.25,176.9,5,2000,7,24,9,37,55
-19.28,-173.46,52.9,5,2000,7,23,10,14,10
-25.97,179.72,467.6,5.1,2000,7,21,6,21,07
-19.33,-176.46,33,5,2000,7,12,19,50,55
-16.23,-177.63,33,5,2000,7,9,14,42,28
-15.34,-175.51,239.9,5.3,2000,7,6,6,55,58
-26.78,-175.67,39.8,5.3,2000,7,4,11,56,06
-26.74,-175.73,40.8,5.2,2000,7,4,11,55,45
-35.47,178.74,258,5.2,2000,7,1,4,48,56
-28.03,-176.31,33,5,2000,6,21,18,28,04
-29.26,-178.28,224,5.2,2000,6,16,20,23,32
-25.63,178.06,631.2,6.4,2000,6,14,2,15,28
-30.66,-178.37,147.5,5.2,2000,6,11,3,29,50
-17.47,-172.54,35.6,5,2000,6,10,8,49,48
-35.7,179.29,156,5.2,2000,6,5,15,23,17
-15.59,-173.05,33,5.5,2000,6,4,18,22,13
-15.37,-173.39,78.5,5,2000,5,28,20,56,26
-23.81,179.95,548.9,5,2000,5,20,9,59,35
-23.78,-175.79,69.9,5.1,2000,5,10,10,48,44
-31.29,179.86,370.2,5.6,2000,5,8,21,35,42
-15.24,-173.58,36.1,5.7,2000,5,7,8,47,40
-17.85,-178.49,480.3,6.4,2000,5,4,20,36,29
-15.68,-177.38,326.7,5.5,2000,5,2,9,58,26
-33.66,-178.89,15.6,5.1,2000,4,26,14,54,05
-14.16,177.92,33,5,2000,4,22,5,04,37
-25.74,-177.12,133.6,5.2,2000,4,19,12,54,39
-20.59,-176.44,182.3,5.9,2000,4,18,17,28,08
-18.74,-173.62,64.5,5.3,2000,4,16,13,25,47
-15.55,-173.33,54.2,5.7,2000,4,11,20,56,59
-28.16,-178.32,201.2,5.8,2000,4,11,6,41,25
-18.28,-175.22,184,5.7,2000,4,7,18,42,21
-15.93,-174.11,106.4,5,2000,4,2,5,57,24
-17.93,-178.7,558.9,5.7,2000,4,1,12,13,23
-27.98,-176.45,33,5,2000,3,29,7,47,04
-28.15,-176.35,33,5.7,2000,3,29,7,13,56
-24.32,178.97,529.5,5.1,2000,3,18,23,22,51
-30.39,-179.01,19.3,5.2,2000,3,16,16,08,39
-34.38,179.15,33,5.9,2000,3,4,14,09,50
-19.16,-179.27,651.1,5.2,2000,3,1,4,46,27
-19.2,-179.27,679.4,5.8,2000,3,1,4,21,01
-21.84,-175.22,33,5.4,2000,2,28,9,45,08
-18.66,-178,432.8,5,2000,2,23,22,41,37
-19.66,-173.32,156,5.2,2000,2,19,21,54,41
-15.89,-174.79,210,5.2,2000,2,12,10,39,52
-30.1,-178.13,56.7,5,2000,2,9,9,33,54
-20.64,-178.22,557.3,5,2000,1,29,5,48,10
-17.33,-173.97,69.4,6.3,2000,1,26,13,26,53
-24.72,179.57,464,5.1,2000,1,23,18,20,57
-17.56,-176.69,33,5.1,2000,1,23,9,57,02
-28.67,-176.27,50.4,5.1,2000,1,21,5,57,42
-28.59,-176.35,34.8,5.8,2000,1,20,0,59,23
-14.63,-177.5,37.6,5.8,2000,1,17,21,18,05
-30.49,-178.1,34.8,5.8,2000,1,16,15,00,40
-21.13,-179.2,601.2,6,2000,1,15,12,49,43
-17.55,-178.71,501.6,6.2,2000,1,13,20,07,12
-21.98,-176.67,173.1,5,2000,1,10,3,07,42
-33.35,-179.48,33,5.2,2000,1,9,10,00,59
-16.86,-174.2,130.7,7.2,2000,1,8,16,47,14
-20.94,-174.07,8.8,5.4,2000,1,5,7,32,15
-20.87,-174.13,23.5,5,2000,1,5,7,02,27
-20.65,-177.56,288.8,5,2000,1,4,9,14,46
-20.82,-174.12,3.3,5.8,2000,1,2,15,16,27
-17.91,-178.43,566.1,5,2000,1,2,12,14,38
-30.45,-178.02,33,5,1999,12,28,19,15,37
-16.02,-173.36,33,5.1,1999,12,27,18,49,57
-31.49,-178.61,22.9,5.2,1999,12,27,15,47,17
-28.17,-176.72,35,5.7,1999,12,25,18,38,50
-17.77,-178.72,530.9,5.7,1999,12,11,14,38,04
-22.27,179.66,579.4,5.6,1999,12,10,3,34,43
-15.85,-174.13,129,5.4,1999,12,7,21,29,43
-15.95,-173.92,77.4,6.4,1999,12,7,21,29,42
-28.03,-176.74,44.3,5.1,1999,12,3,18,36,49
-21.24,-178.62,503.9,5.8,1999,11,30,20,10,19
-21.29,-174.3,33,5.1,1999,11,30,4,40,25
-30.46,-177.65,41.1,5.8,1999,11,26,2,56,07
-21.15,-174.56,33,5.1,1999,11,25,8,50,20
-16.22,-172.95,33,5.3,1999,11,22,1,45,20
-20.92,-174.28,40,5,1999,11,7,11,57,24
-15.67,-172.75,33,5,1999,11,5,21,32,04
-15.78,-172.52,33,5.3,1999,11,3,23,50,25
-33.13,-179.5,36.6,5.5,1999,10,30,21,16,41
-15.81,-173.72,5.6,5.2,1999,10,30,9,43,17
-19.45,-173.79,33,5.8,1999,10,25,0,01,20
-21.18,-174.42,33,5.4,1999,10,12,13,27,45
-15.45,-173.26,23.6,5,1999,10,10,1,28,03
-21.78,-176.73,144.4,5.6,1999,10,8,22,13,12
-21.11,-174.41,33,5.7,1999,10,8,5,09,48
-24.96,179.62,524.1,5.2,1999,9,30,20,43,04
-16.2,-175.85,318.8,5,1999,9,28,13,48,13
-22,-175.13,34.8,5,1999,9,25,15,59,35
-18.98,-175.1,177.1,5.2,1999,9,25,5,18,31
-14.47,-178.14,33,5.1,1999,9,17,23,48,11
-32.94,-178.23,37.6,6,1999,9,10,19,37,44
-32.88,-178.44,33,5,1999,9,5,3,35,36
-30.32,-178,55.7,5.1,1999,8,22,23,44,09
-16.43,-173.86,0,5,1999,8,21,20,01,36
-20.38,-173.68,33,5.4,1999,8,21,2,58,05
-21.58,-174.5,116.1,5,1999,8,20,20,19,10
-17.36,-172.48,33,5,1999,8,16,2,19,07
-21.16,-176.07,159.2,5,1999,8,7,6,17,43
-18.95,-177.49,494,5,1999,8,5,0,17,19
-30.39,-177.83,10,6.2,1999,8,1,8,39,04
-30.34,-178.07,47.1,6.3,1999,7,28,10,08,23
-28.73,-177.52,36.6,6.1,1999,7,28,0,16,57
-15.28,-173.25,33,5.4,1999,7,27,23,30,19
-18.27,-177.91,549.3,5.7,1999,7,21,3,10,43
-33.55,-176.75,33.1,5.5,1999,7,19,16,45,03
-28.58,-177.6,49.9,6.4,1999,7,19,2,17,05
-22.38,179.43,532.9,5.2,1999,7,18,10,34,49
-22.48,179.44,564.7,6,1999,7,18,10,34,01
-35.91,178.09,228.2,5.2,1999,7,15,14,52,55
-20.15,-178.15,559.7,5,1999,7,9,18,16,20
-34.82,177.33,33,5.1,1999,7,9,0,43,46
-30.19,-178.27,99.4,5.3,1999,7,8,11,04,47
-18.79,-173.08,33,5.1,1999,7,4,1,56,22
-34.45,-178.75,40.6,5.1,1999,7,3,10,56,54
-17.86,-172.7,33,5.1,1999,6,27,11,09,11
-17.94,-178.19,585.5,5.3,1999,6,26,22,05,29
-16.06,-173.3,33.3,5,1999,6,26,2,57,51
-19.34,-173.39,1.2,5,1999,6,21,13,09,37
-14.96,-175.82,34.1,5.1,1999,6,16,19,32,33
-17.03,-173.26,30.2,5.8,1999,6,16,18,35,54
-30.53,-178.75,41.5,5.1,1999,6,16,17,21,21
-18.24,-174.8,47.3,5,1999,6,10,5,51,04
-19.26,-173.45,3.5,5,1999,6,9,0,02,00
-20.98,-178.86,617.5,5,1999,6,2,7,34,39
-34.28,-178.99,73,5.1,1999,5,12,9,41,40
-34.41,-179.07,87.2,5,1999,5,8,0,15,10
-33.91,-178.98,17.7,5.3,1999,5,6,13,21,30
-32.89,-179.75,131.1,5.1,1999,5,6,9,05,12
-18.08,-178.49,582,5.2,1999,4,24,8,45,17
-31.87,-179.02,49.4,6.5,1999,4,20,19,04,03
-18.72,-177.9,528.3,5.1,1999,4,20,1,46,12
-30.78,-178.29,18.5,5.3,1999,4,16,15,19,27
-21.44,-176.43,85.3,6.8,1999,4,13,10,38,39
-26.38,178.22,625.4,6.1,1999,4,9,12,16,02
-19.3,-175.74,33,5.8,1999,3,31,7,05,18
-23.55,-176.6,33,5.7,1999,3,26,20,19,05
-20.99,-175.42,33,5.9,1999,3,26,8,03,53
-20.91,-178.73,566.6,5.6,1999,3,23,11,23,43
-19.98,-177.76,571.4,5.6,1999,3,12,11,16,38
-20.4,-174.09,33,6.4,1999,3,12,11,15,24
-16.04,-175.96,135.7,5,1999,3,9,9,33,28
-16.02,-179.41,33,6.1,1999,3,7,20,35,43
-26.84,-179.07,33,5.6,1999,3,7,14,58,18
-21.69,-179.4,571.9,5.6,1999,3,6,20,28,51
-23.56,-177.29,33,5.9,1999,3,6,20,27,45
-19.73,-176,33,5.6,1999,3,6,2,26,25
-19.87,-174.53,33,5.8,1999,3,3,16,50,58
-27.7,-176.46,33,5.3,1999,3,2,16,54,16
-27.66,-176.62,71.6,5.1,1999,3,2,16,40,12
-20.81,-174.03,29.4,5.3,1999,2,23,18,56,55
-21.46,-174.33,49.1,5.1,1999,2,12,13,47,52
-21.59,-178.81,500.5,5.1,1999,2,10,9,22,31
-15.59,-173.34,45.9,5,1999,2,9,10,38,48
-20.44,-174.18,44.8,6.3,1999,2,3,1,13,59
-17.81,-178.8,526.6,5,1999,2,2,22,04,43
-16.09,-179.59,33,5.9,1999,1,29,1,09,16
-22.33,-178.91,406.5,5,1999,1,27,3,37,44
-28.13,-176.88,33,5.1,1999,1,26,21,11,54
-20.72,-174.09,41.9,5.8,1999,1,26,12,30,48
-17.94,-178.43,598.9,5,1999,1,25,10,37,10
-21.26,-174.53,34.8,6.1,1999,1,24,7,01,58
-14.92,-173.21,33,5,1999,1,20,6,02,22
-29.41,-178.97,267,5.1,1999,1,17,17,55,27
-17.72,-178.9,604,5,1999,1,7,3,44,46
-18.55,-173.99,41.3,5.8,1999,1,5,8,32,47
-21.81,-176.33,148.7,6.8,1998,12,27,0,38,26
-33.06,-179.39,40.8,5,1998,12,25,17,45,30
-25.17,179.65,511.7,5.1,1998,12,22,22,07,53
-16.58,-172.66,38.7,5.2,1998,12,11,21,42,47
-30.36,-178.47,61.2,5.1,1998,12,3,20,34,29
-33.18,-178.94,33,5.1,1998,12,2,16,20,14
-29.35,-176.95,33,5.1,1998,11,27,13,26,35
-29.48,-177.01,37.1,5.2,1998,11,27,8,53,34
-35.28,179.41,159,5.2,1998,11,27,7,36,25
-16.14,-172.58,33,5.2,1998,11,24,21,24,31
-18.14,-174.85,152.8,5.2,1998,11,23,12,15,44
-16.34,-178.03,413.2,5.2,1998,11,20,21,23,35
-21.51,-179.1,542.8,5.1,1998,11,17,17,07,58
-20.7,-174.15,61.1,5.1,1998,11,15,2,52,59
-21.39,-176.27,59,5.3,1998,11,15,2,45,05
-21.56,-176.45,112.2,6.3,1998,11,15,2,44,08
-34.63,179.82,73.9,5.5,1998,11,11,23,20,52
-21.26,-174.32,51.3,5.2,1998,11,9,4,57,41
-30.18,-177.54,39.3,5,1998,11,8,3,54,52
-30.54,-177.58,34,5.4,1998,11,8,0,05,32
-15.64,-177.97,33,5,1998,11,5,20,09,55
-19.3,177.75,71.3,5.2,1998,11,2,3,50,36
-17.71,-175.2,258.1,5.1,1998,10,24,8,27,11
-35.19,178.9,312,5.1,1998,10,20,20,11,00
-20.66,-174.23,33,5.1,1998,10,20,11,52,40
-21.03,-179.05,592.5,5.9,1998,10,11,12,04,52
-23.81,179.95,527.2,5,1998,10,11,10,00,26
-15.4,-173.39,33,5,1998,10,9,5,37,52
-20.33,-175.87,228.1,5.2,1998,9,27,11,07,18
-35.57,-179.99,66.9,5.3,1998,9,20,7,14,31
-35.65,-179.93,65.5,5.2,1998,9,20,6,30,48
-21.51,-174.63,100,5.1,1998,9,20,0,36,46
-23.94,-175.71,69.4,5.4,1998,9,4,11,54,24
-29.77,-178.68,144.1,5.4,1998,9,2,18,52,32
-16.7,-173.59,23.4,5.4,1998,9,1,14,33,40
-17.49,-174.76,182.8,5.6,1998,9,1,1,19,33
-20.46,-177.7,468.5,5.1,1998,8,7,4,14,35
-21.49,-178.04,392.8,5.1,1998,8,5,9,25,54
-22.03,-175.7,71.1,6,1998,7,19,15,58,38
-33.86,179.64,33,5,1998,7,14,3,34,13
-30.48,-178.97,82,6.9,1998,7,9,14,45,34
-33.85,-179.15,46.3,5.1,1998,7,7,14,17,49
-26.71,178.24,621.3,5,1998,7,7,5,26,22
-15.15,-173.74,39.1,5,1998,6,26,11,45,42
-31.03,-178.05,33,5,1998,6,24,18,14,32
-30.26,-177.98,55.9,5.9,1998,6,20,20,24,44
-32.29,-178.89,33,5,1998,6,20,16,37,34
-24.7,179.85,460.5,5.2,1998,6,12,20,50,58
-18.93,-173.15,33.4,5.2,1998,6,9,12,04,55
-31.69,-178.72,33,5,1998,5,23,14,27,12
-16.87,-173.85,7.6,5.2,1998,5,17,16,16,55
-16.86,-173.91,33,5,1998,5,16,17,41,00
-21.72,-176.63,125.1,5.3,1998,5,16,10,41,23
-20.05,-175.49,95,5,1998,5,16,3,20,26
-22.21,-179.5,570.5,6.8,1998,5,16,2,22,02
-33.64,-178.15,33,5,1998,5,4,18,05,47
-21.99,-179.49,581.5,5.3,1998,4,28,15,44,04
-31.32,-179.47,111.3,5.1,1998,4,26,1,20,05
-17.66,-173.23,33,5.2,1998,4,23,8,53,13
-23.77,-179.83,468.8,6.1,1998,4,14,3,41,19
-23.82,-175.99,33,5.1,1998,4,13,1,46,43
-23.73,-176.01,39.6,5.1,1998,4,12,18,35,10
-23.7,-176.01,34.1,5.2,1998,4,11,1,10,52
-23.72,-176.05,35.3,6.1,1998,4,11,0,44,36
-33.54,-179.56,35.8,5.9,1998,4,10,16,43,40
-33.23,-178.48,33,5.1,1998,4,2,1,09,10
-17.74,-178.81,514.9,5,1998,3,29,23,21,22
-17.65,-178.96,493,5.6,1998,3,29,20,38,37
-17.68,-178.95,528.9,5,1998,3,29,20,01,52
-17.66,-178.99,499.6,7.1,1998,3,29,19,48,12
-22.95,-175.35,38.8,5,1998,3,18,7,58,08
-17.25,-177.02,33,5,1998,3,11,19,40,25
-30.83,-177.73,33,5.1,1998,3,8,14,00,55
-15.5,-173.79,75.6,5,1998,2,18,7,24,47
-17.59,-177.47,343.8,5.1,1998,2,13,10,48,56
-14.66,-177.78,33,5.1,1998,2,7,5,25,32
-22.46,179.12,588.1,6.5,1998,1,27,21,05,42
-22.64,179.15,591.1,5.6,1998,1,27,19,54,59
-20.83,-179.09,616.6,5.9,1998,1,27,2,14,10
-22.15,-176.74,115.4,5,1998,1,26,18,30,25
-27.89,-178.12,124.4,5,1998,1,22,15,12,48
-32.7,-178.95,33,5,1998,1,16,2,37,40
-33.34,179.85,41.1,5,1998,1,15,6,36,47
-15.85,-179.23,33,5.3,1998,1,14,19,56,12
-15.8,-179.27,36.9,6.6,1998,1,14,17,24,10
-15.88,-179.32,23.4,6.7,1998,1,12,16,36,20
-23.7,-176.15,115.7,5.3,1998,1,12,4,10,55
-17.68,-174.75,33,5.3,1997,12,27,20,27,54
-22.27,-179.61,546,5.9,1997,12,26,5,34,21
-15.6,-173.15,34.1,5.2,1997,12,14,23,10,04
-18.15,-178.2,587.7,5.3,1997,12,13,4,39,07
-22.32,-174.97,33,5,1997,12,12,0,45,07
-20.99,-178.75,572.5,5.2,1997,11,29,2,42,27
-29.69,-178.93,129.3,5.4,1997,11,27,7,21,02
-14.69,-175.79,33,5.1,1997,11,19,12,09,25
-29.2,-177.54,37.8,5.7,1997,11,18,15,41,27
-16.22,-175.98,352.4,5.1,1997,11,15,10,56,42
-20.97,-179.23,633.3,5.1,1997,11,4,10,40,44
-19.98,-175.34,151.5,5.2,1997,11,3,21,37,15
-20.39,-178.76,613.7,5.1,1997,11,3,5,37,50
-16.65,-172.78,33,5,1997,11,1,0,02,51
